Name,Credentials
Tiffany Cassner,"Licensed Professional Counselor, MA, LMHC, LPC, LCPC, PC"
Tiffany Cruz,"Clinical Social Work/Therapist, LCSW-C, CCATP, CMIP"
Tiffany E Wicks,"Licensed Professional Counselor, EdD, LPC-S"
Tiffany Eller,"Counselor, LGPC"
Tiffany George,"Resident in Counseling, LCPCR"
Tiffany J Jordan,"Clinical Social Work/Therapist, LCSW-C, MS"
Tiffany Jenkins - The Mind Center Llc,Pre-Licensed Professional
Tiffany Jerinsky,"Counselor, MS, LGPC, CTP"
Tiffany Jones,"Licensed Clinical Professional Counselor, MA, LCPC, MAC"
Tiffany Jones,"Licensed Clinical Professional Counselor, LCPC, MAC, GRS"
Tiffany K Hudak,"Clinical Social Work/Therapist, LCSWC , CAC"
Tiffany L Anderson,"Marriage & Family Therapist, PhD, LCMFT"
Tiffany Llewellyn,"Clinical Social Work/Therapist, DSW, LCSW-C"
Tiffany Masimore,"Clinical Social Work/Therapist, LCSW-C, LCSW"
Tiffany McKnight,Licensed Clinical Professional Counselor
Tiffany Millner,"Licensed Clinical Professional Counselor, LCPC"
Tiffany Singletary,"Counselor, LGPC, NCC"
Tiffany Tutman Mathis,"Clinical Social Work/Therapist, MSW, LMSW, PMP"
Tiffany Urby,Licensed Clinical Professional Counselor
Tiffany Urby,"Counselor, LCPC"
Tiffany Whitford,"Counselor, LGPC, QMHP, MA, MS"
Tiffany-Ann Osong,"Clinical Social Work/Therapist, LMSW"
Tiffon Bryant,"Counselor, MS, LCPC"
Tifphane Riley,"MFT, PhD"
Tift Pelias,"Counselor, LCPC, NCC"
Tijana Jirecek,"Counselor, LCPC"
Tim Herzog,"Licensed Clinical Professional Counselor, EdD, LP, LCPC, CMPC, BCB"
Tim Holt,"Clinical Social Work/Therapist, LCSW-C"
Tim Hughes Williams,"Clinical Social Work/Therapist, LMSW"
Tim L Mewmaw,"Counselor, LCPC"
"Time of Need Counseling, LLC","Counselor, MA, LCPC, NCC"
TIME Organization,"Clinical Social Work/Therapist, MSW, LCSW-C"
Timothy Ashdown,"Licensed Clinical Professional Counselor, MS, LCPC, NCC"
Timothy Ayd,"Counselor, LGPC"
Timothy Billings,"Psychologist, PhD, DBSM"
Timothy Coulter Donovan Certified Gottman Couples Therapist,"Clinical Social Work/Therapist, LCSW-C"
Timothy F Dunnigan,"Clinical Social Work/Therapist, LCSW-C, CIP"
Timothy Griffith,"Clinical Social Work/Therapist, LCSW"
Timothy Perry,"Counselor, LGPC"
Tina Baublitz,"Licensed Clinical Professional Counselor, MA, LCPC, NCC, BCPCC"
Tina Brown,"Licensed Clinical Professional Counselor, LCPC, CDBT"
Tina Chadwick,"Counselor, LCPC, PMH-C"
Tina J Rutherford,"Clinical Social Work/Therapist, MSW, LCSW, LICSW"
Tina Lightner-Morris,"Licensed Clinical Professional Counselor, DMin, MS, LCPC, NBCC, IAYT-C"
Tina Louise Ministries,"Pastoral Counselor, DCPC, MAR-PC"
Tina M Allen,"Clinical Social Work/Therapist, LICSW, LCSW-C, LCSW"
Tina M Bullock,"Clinical Social Work/Therapist, LMSW"
Tina Maczis,"Counselor, LCPC, LCPAT, ATR-BC"
Tina Mazzi,"Licensed Clinical Professional Counselor, LCPC"
Tina Millard,"Counselor, MS, LGPC"
Tina Oakley,"Clinical Social Work/Therapist, LCSW-C"
Tina Young,"Clinical Social Work/Therapist, LCSWC"
Tiphanie Gibbs,"Marriage & Family Therapist, PhD, LCMFT"
Tishanna Hollins,"Psychologist, PhD"
Tiyahna Miles,"Licensed Professional Counselor, Tiyahna, LCPC, LPCMH, NCC, C-DBT"
Tiyahna Miles,Licensed Clinical Professional Counselor
TJ Matton,"Clinical Social Work/Therapist, LCSW-C"
"TLM Therapy Solutions, LLC","Licensed Clinical Professional Counselor, LCPC, LPC"
TNAT Holistic Wellness Center | Group Therapy,"Licensed Clinical Professional Counselor, PhD, LCPC, NCC"
Tobi B Goldfus,"Clinical Social Work/Therapist, LCSW-C, BCD"
Todd Handelman,"Clinical Social Work/Therapist, MSW, LCSW-C"
Tom Golden,"Clinical Social Work/Therapist, LCSW-C"
Tomesha Jackson,"Counselor, MEd, LCPC, NCC, CATP"
Tomi Schon,"Clinical Social Work/Therapist, LCSW-C"
Tomiko Gold,"Clinical Social Work/Therapist, LCSW-C"
Toni A. Cortellessa,"Clinical Social Work/Therapist, LCSW-C"
Toni Bossalina,"Clinical Social Work/Therapist, LCSW-C, MSW"
Toni C Morris,"Licensed Clinical Professional Counselor, LCPC, NCC"
Toni Maxwell,"Counselor, LCPC"
Toni Maynor,"Clinical Social Work/Therapist, LCSW-C"
Toni Parker,Clinical Social Work/Therapist
Toni Sankofa,"PhD, MEd"
Toni Session,"Counselor, LCPC"
Toni Sturgis,Licensed Clinical Professional Counselor
Tonia Bravo Llanten,"Licensed Clinical Professional Counselor, LCPC, CIMHP, VST"
Tony Bonadio,"Psychologist, PhD"
Tony Du Laney,"Licensed Clinical Professional Counselor, LCPC"
Tony L McCusker,"Licensed Clinical Professional Counselor, LCPC, CCTS-I"
Tony Minetola,"Clinical Social Work/Therapist, LMSW, RN, BSN"
Tony Oby,"Clinical Social Work/Therapist, LMSW"
Tonya Frazier,"Counselor, PhD, LCPC"
Tonya Logan,"Clinical Social Work/Therapist, LCSW"
Tonya M Logan,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Tonya Pleasant,"Licensed Clinical Professional Counselor, MEd, LCPC, LMFT"
Toresa Wilson,"Clinical Social Work/Therapist, LCSW-C"
Tori Kerr,"Clinical Social Work/Therapist, LMSW"
Tori-Lyn Mills,"Licensed Clinical Professional Counselor, LCPC"
Toria Hawkins,"Clinical Social Work/Therapist, LMSW, MPH"
Torrie Blackwell,"Marriage & Family Therapist, LMFT"
Tory Huesgen,"Clinical Social Work/Therapist, LCSW-C, CCATP"
Tory Joseph,"Licensed Clinical Professional Counselor, MEd, LCPC"
Tosh Provancher,"Marriage & Family Therapist, MA, LCMFT"
Total Wellbeing Counseling Services,"Clinical Social Work/Therapist, MSW, LCSW-C"
"Totally Whole Counseling Services, LLC","Clinical Social Work/Therapist, PhD, LCSW-C"
TotalPsychCare / Equanimity,"Psychologist, PsyD"
Toyin Fasosin,"Counselor, MA, LGPC, NCC"
Toyosi Ajayi,"Counselor, MA, LGPC"
Toyosi Alomaja,"Marriage & Family Therapist, LCMFT"
Tracey A Butler,"Licensed Clinical Professional Counselor, LCPC"
Tracey Cain,"Clinical Social Work/Therapist, MSW"
Tracey Cox,"Licensed Clinical Professional Counselor, LCPC"
Tracey H. Dehm,"Licensed Clinical Professional Counselor, LCPC"
Tracey Lynne Williams,"Clinical Social Work/Therapist, DSW, LCSW-C, LCSW"
Tracey Mack,"Licensed Clinical Professional Counselor, LCPC, CSOTP, CCTP, CDWF"
Tracey Taylor,"Counselor, LGPC"
Traci Brautigan,"Clinical Social Work/Therapist, LCSWC, LCADC"
Tracie Strucker,"Marriage & Family Therapist, PhD, LCMFT"
Tracy Allen,"Clinical Social Work/Therapist, LCSW-C"
Tracy Augustin,"Clinical Social Work/Therapist, LCSW"
Tracy Blood,"Psychologist, PhD"
Tracy Brenton,"Licensed Clinical Professional Counselor, MS, LCPC, LCMHC"
Tracy Jordan,"Clinical Social Work/Therapist, LCSW-C"
Tracy L Meyer,"Counselor, LCPC, NCC"
Tracy Pryce,"Clinical Social Work/Therapist, LCSW-C"
Tracy Samuel,"Clinical Social Work/Therapist, MSW, LCSW-C"
Tracy Singer,"Psychologist, PsyD"
Tranesh Christie-Nance,"Licensed Clinical Professional Counselor, LCPC"
Tranesha Christie-Nance,"Licensed Professional Counselor, LCPC"
Tranquil Mind Counseling and Wellness Center,"Psychologist, IMFT, PhD, LMSW, LCSW, LCPC"
Tranquil Mind Counseling and Wellness Center,"Psychologist, PhD, PsyD, LCSW-C, MSW, LCPC"
"Transform Your Mind, LLC","Clinical Social Work/Therapist, MSW, LCSW-C"
"Transformation In Color, LLC","Counselor, LCPC"
Transformative Healing & Wellness Center,"Clinical Social Work/Therapist, MSW, LCSW-C , CFSW"
Transforming Lives Counseling Services,"Clinical Social Work/Therapist, LCSW-C"
Transforming Your Mind Mental Health Clinic,Clinical Social Work/Therapist
Transitional Care Service Inc,"Clinical Social Work/Therapist, LCSW-C, SAP, CEAP"
Transpire Wellness,"Pre-Licensed Professional, BS, MA , Pre-LPC"
Trauma and Complicated Grief Counseling Services,"Clinical Social Work/Therapist, LCSW-C, MSW"
Travis Geissler,"Counselor, LCPC"
Travis Riser,"Counselor, LCPC"
Tree of Life Counseling,"Clinical Social Work/Therapist, LCSW-C"
Trelease Hartfield,NCC
Trent Evans,"Psychologist, PhD"
Tricia Doherty,"Licensed Clinical Professional Counselor, MS, LCPC, Supervi"
Trina B Davis,"Clinical Social Work/Therapist, LCSW"
Trina L Bennett,"Clinical Social Work/Therapist, LCSWC, MSW"
Trinity Wellness Group LLC,"Clinical Social Work/Therapist, LCSW-C, LICSW"
Trish Cleary,"Licensed Clinical Professional Counselor, MS, LCPC, LCMFT, LCADC, CGP"
Trish Maslar,"Clinical Social Work/Therapist, LCSW"
Trisha Chason,"Counselor, MEd, LCPC"
Trisha Griffin,"Counselor, LGPC"
Tristin L. Malone,"Counselor, MA, LCPC, NCC"
Tru Integrity Wellness and Counseling Center,"Clinical Social Work/Therapist, LCSWC, MSW, MRC"
True Blue Dbt Program (Starting July 1 2024),"Clinical Social Work/Therapist, LCSW-C, LMSW, LGPC"
True Life Change,Counselor
True North Therapy and Training,"Clinical Social Work/Therapist, MA, LCSW-C"
True Wellness LLC,"Licensed Clinical Professional Counselor, MEd, LCPC, NCC"
Trusted Therapeutic Services,"Clinical Social Work/Therapist, LCSW-C"
"Tshawconsulting,LLC","Licensed Clinical Professional Counselor, LCPC, LGADC, CAC-AD"
Tsiona Cohen,"Clinical Social Work/Therapist, LCSW-C, CCM"
Tsoghig Marieann Hekimian,"Clinical Social Work/Therapist, LICSW-C, LICSW"
Tuesday R. Isom,"Clinical Social Work/Therapist, LMSW, CCTSI"
Tunde Morakinyo,"Psychologist, PhD"
Tunisia Buise,"Clinical Social Work/Therapist, LCSW-C"
"Turner Lyfe Around Counseling, LLC","Clinical Social Work/Therapist, LICSW, LCSW-C"
Turntable Counseling,"Clinical Social Work/Therapist, MSW, LICSW, LMSW, TFCBT"
"Turntable Counseling, LLC","Licensed Clinical Professional Counselor, DBH, LCPC, NCC, BC-TMH"
Twanna Carter,"Counselor, CHT, LPC, LCPC, CAMS II, NCC"
Two Coins Behavioral Health Group,"Clinical Social Work/Therapist, LCSW-C"
Tyeesha Whitby,"Counselor, LCPC, LPC"
Tyisha Woodroffe,"Counselor, LCPC"
Tyler Calabrese,"Psychologist, PsyD"
Tyler Howard,"Counselor, LCPC"
Tyler Presjak,"Licensed Clinical Professional Counselor, LCPC, MEd"
Tylethea Mathis,"Clinical Social Work/Therapist, LMSW, CTP"
Tyne Ori,"Psychologist, PhD"
Tyra Berger,"Counselor, MSMFT, LCPC"
Tyrese Carter,"Counselor, MA, LGPC"
Tyrone Obaseki,"Licensed Clinical Professional Counselor, MDiv, LPC, LCDC"
Tzippy Farhy,"Counselor, MA, LCPC, C-PD"
Tzu Yu Alice Kan,"Counselor, LCPC, LMHC"
UMBC Psychology Training Clinic,"Psychologist, PhD"
"UMEED Center for Healing Relationships, LLC","Licensed Clinical Professional Counselor, PhD, LCPC"
Umniya Gabbani,"Counselor, MA, LCPC"
UndoneCounseling,LCPC
Unleashing Potential LLC,Licensed Clinical Professional Counselor
Unlock Wellness LLC,"Clinical Social Work/Therapist, LCSW"
Untangle Psychotherapy - Ana-Maria Parra,"Clinical Social Work/Therapist, LICSW, LCSW-C"
"Uplifting Lives and Services, LLC","Licensed Professional Counselor, LPC"
Urban Institute of Mental Health,"Clinical Social Work/Therapist, LCSWC"
Ursula Camelo-Cerro,"Licensed Clinical Professional Counselor, LCPC, LPC"
Ursula Kahric,"Clinical Social Work/Therapist, LMSW"
Ursula Towles,"Licensed Clinical Professional Counselor, LCPC, NCC"
Uzi Ben-Ami,"Psychologist, PhD"
V. Jan Freeman,"Clinical Social Work/Therapist, LCSW-C"
Vaishnavi Seshadri,"Counselor, LGPC, NCC, MA"
Valecia L Canery At Live Free Therapy,"Counselor, LCPC"
Valeka E. Moore,"Clinical Social Work/Therapist, EdD, LCSW-C"
Valencia L. Morr,"Counselor, MA, LCPC"
Valentina Hollinger,"Clinical Social Work/Therapist, LCSW -"
Valentina Stoycheva,"Psychologist, PhD"
Valeri Hampton,"Licensed Professional Counselor, LCPC, LCADC"
Valeria Martinez-Kaigi,"Psychologist, PhD"
Valerie A Kabba,"Clinical Social Work/Therapist, MSW, LCSW-C, LICSW"
Valerie Coblentz,"Clinical Social Work/Therapist, LMSW"
Valerie Getsinger,"Clinical Social Work/Therapist, LCSW-C"
Valerie Gordon Slattery,"Psychologist, PsyD, PhD"
Valerie Marks,"Clinical Social Work/Therapist, PhD, LCSW-C"
Valerie Medina,"Counselor, LGPC"
Valerie Medina Hurst,"Clinical Social Work/Therapist, LCSW"
Valerie R McManus,"Clinical Social Work/Therapist, LCSW-C"
Valyncia Graham,"Counselor, LCPC-S, NCC, MS"
Valyra Bacigalupi,"Clinical Social Work/Therapist, MSW, LCSW-C"
Vamsi Tummalachetty,"Psychologist, MA, PsyD"
Vanessa Durrant,"Clinical Social Work/Therapist, MSW, LCSW-C, LCSW, RMT, RYT-"
Vanessa Evans - Nurse Practitioner,NP
Vanessa Fogler,"Counselor, LGPC"
Vanessa Hawkes,"Licensed Clinical Professional Counselor, PhD, LCPC"
Vanessa Hong,"Psychologist, PhD, NCSP, ABSNP"
Vanessa Jay. Banks,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Vanessa Martin Jones,"Licensed Master Social Worker, DSW, LMSW"
Vanessa Okechukwu,"Clinical Social Work/Therapist, LCSW-C, LICSW"
Vanessa Pikler,"Psychologist, PhD"
Vanessa Scarborough,"Psychologist, PhD, ABPP-CN"
Vanessa Senatus,"Licensed Clinical Professional Counselor, LCPC"
Vanity C Dawson,"Counselor, LGPC, NCC, CCTP-I"
Varda Makovsky,"Clinical Social Work/Therapist, LCSW-C, LICSW"
Varghese Joseph,"Clinical Social Work/Therapist, LCSW-C, ERYT300"
"Vaughan Counseling Services, LLC","Counselor, MA, LCPC"
Vaughan Wimberley,"Clinical Social Work/Therapist, LCSW-C"
Vaughn E Harvey,"Clinical Social Work/Therapist, LCSW-C"
Vaughn Miller,"Psychologist, PsyD, LCP"
Velma Taylor,"Counselor, LCPC"
Venessa Bowers,"Clinical Social Work/Therapist, LCSW-C"
Venus Ahmadi,"Counselor, MS, LCPC, NCC, C-DBT"
Verna Walker,"Counselor, LGPC"
Vernon Byrd Coulon,"Clinical Social Work/Therapist, LCSW-C"
Veronica Bannon - Creative Therapeutic Connections,"Licensed Clinical Professional Counselor, LCPC, NCC, MA, BC-DMT"
"Veronica Fabani Psychotherapy, LLC","Licensed Professional Counselor, LCPC, CAC I, MAC"
Veronica G Lavind,"Clinical Social Work/Therapist, LCSW-C"
Veronica George Md State Board Approved Supervisor,"Licensed Clinical Professional Counselor, LCPC"
Veronica Grimes,"Counselor, LCPC, NCC, NCSC"
Veronica L Tunon,"Clinical Social Work/Therapist, LCSW-C"
Veronica Murphy,"Licensed Clinical Professional Counselor, LCPC"
Veronica Renderos,"Clinical Social Work/Therapist, LMSW"
Veronica Suleiman,"Clinical Social Work/Therapist, LCSW-C, LICSW"
Veronica Tovar-Castro,"Clinical Social Work/Therapist, LCSW -"
Veronica Vyazovsky,"Counselor, LMHC"
Veronica Watkins,"Clinical Social Work/Therapist, LICSW, LCSWC, LCSW"
Veturah Downer,"Clinical Social Work/Therapist, LICSW, PMH-C"
Vianca Escudero,"Psychologist, PsyD"
"Vibrant Feeding Therapy, LLC","Psychologist, PhD, BCBA-D"
Vicki Allen,"Clinical Social Work/Therapist, MSW, LCSW-C, EFTcert"
Vicki Anagnostopoulos,"Psychologist, PhD"
Vicki B. Klein,"Clinical Social Work/Therapist, MSW, LCSW-C"
Vicki Goodman,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Vicki Lynn Allen,"Clinical Social Work/Therapist, LCSW-C, EFTcert"
Vicki Vandenburg,"Clinical Social Work/Therapist, LCSW-C, BCD, C-SWHC, C-ASWCM"
Vicki Weidman Counseling For Mindful Living,"Clinical Social Work/Therapist, LCSW-C, DBT-LBC"
Vicktoria Molokin,"Counselor, LCPC"
Vicky Woodruff,"Clinical Social Work/Therapist, LCSW-C"
Vickye Hayter,"Marriage & Family Therapist, MS, RN, LCMFT"
Victor Lamarr Jones,"Psychologist, PhD"
Victoria Alvarado,"Clinical Social Work/Therapist, LMSW"
Victoria Alves,"Clinical Social Work/Therapist, LCSW-C, LICSW, LCSW"
Victoria Bailey Blecker,"Clinical Social Work/Therapist, LCSW-C"
Victoria Balenger,"Psychologist, PhD"
Victoria D Stubbs,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Victoria Davis,"Clinical Social Work/Therapist, LCSW-C"
Victoria Igbene,"Clinical Social Work/Therapist, LCSW-C"
Victoria M Cofield-Aber,"Clinical Social Work/Therapist, MSW, MA, LCSW-C"
Victoria Maranto,"Counselor, MS, LCPC, NCC, CCTP"
Victoria Mwongela,"Licensed Clinical Professional Counselor, MSc, LCPC, LPC"
Victoria Ringo,"Clinical Social Work/Therapist, LCSW-C"
Victoria Rivera,"Clinical Social Work/Therapist, LGSW, LMSW"
Victoria S. Young,"Clinical Social Work/Therapist, PhD, LCSW-C"
Victoria Shaffer,"Licensed Clinical Professional Counselor, LCPC"
Victoria Steele,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Victoria Stith,"Counselor, MS, LCPC"
Victoria Swift,"Counselor, LCPC, CSC-AD, MS"
Victoria Tori Shequine,"Counselor, LCPC"
Victoria Wachter Seward,"Clinical Social Work/Therapist, LCSW-C"
Victoria Washington,"Counselor, MS, LCPC, LPC"
Victoria Yeboah,"Clinical Social Work/Therapist, LMSW, LGSW"
Victoria Z Logan MA LCPC,"Counselor, MA, LCPC"
Video Life Counseling,"Clinical Social Work/Therapist, LCSW-C, PhD"
Viktoriya Karakcheyeva,"Licensed Clinical Professional Counselor, LCPC, LCADAS"
Village Counseling,"Counselor, LGPC"
Vincent Del Balzo,"Clinical Social Work/Therapist, LCSW-C"
"Vine Psychological Services, LLC","Psychologist, PsyD"
Violeta Luna,"Counselor, PhD, LMHC, LCPC, NCC"
VIP Coaching & Consulting,"Clinical Social Work/Therapist, LCSW"
Virago Counseling,"Clinical Social Work/Therapist, LCSW-C, CST, CCTP-II"
"Virginia Barnes Ricketts, MS, LCPC","Licensed Clinical Professional Counselor, MS, LCPC"
Virginia E Voigt,"Clinical Social Work/Therapist, LCSW-C"
"Vision Beyond Eyesight, LLC","Clinical Social Work/Therapist, LCSW-C"
"Vita Matters Therapy, LLC","Licensed Clinical Professional Counselor, LCPC, MA"
"Vitality Health & Wellness Center, LLC","Clinical Social Work/Therapist, DHA, LCSW-C, LICSW"
Vivian Levi,"Counselor, MA, LCPC"
Vivien B Deitz,"Clinical Social Work/Therapist, LCSW-C, BCD"
Vivien Buvawala,"Clinical Social Work/Therapist, BA, MSW, LCSW-C, EMDR Tr"
"Voice of A Child, LLC","Counselor, MS, CCFC"
W. M. Sheikh,"Clinical Social Work/Therapist, LMSW"
W. R. Nay,"Psychologist, PhD"
Wahdae Elliott,"Counselor, LGPC, MA"
Wala-Neh Aaron Labala,"Clinical Social Work/Therapist, LCSW-C"
Walter S Knauff,"Clinical Social Work/Therapist, MEd, MSW, LCSW"
Waltrina J. Stancell,"Licensed Professional Counselor, LPC, LCPC, CACII, NCC"
Wanda Denise Smith,"Clinical Social Work/Therapist, LCSWC, LICSW"
Wanda E Lumpkins,"DMSc, MPAS, PAC"
Wanda E. Jackson,"Counselor, LCPC, NCC, MDiv, MS"
"Wandner Health and Wellness, LLC",Psychologist
Washington Area Clinical Center,"Marriage & Family Therapist, MS, LCMFT"
Washington Area Clinical Center,Pre-Licensed Professional
Washington Psychological Wellness,Psychologist
Watershed Mental Health,"Clinical Social Work/Therapist, LICSW"
Watts Creek Therapy,"Clinical Social Work/Therapist, LCSW-C"
Waves of Wellness Studio,"Counselor, LCPC, C-DBT"
Wayne Young Jr,"Clinical Social Work/Therapist, LCSW-C"
Waypoint Wellness Center,"Psychologist, PsyD, PhD, MD, LCSW, LCPC"
Wei Reidy,"Counselor, LGPC"
Weight and Lifestyle Transformation,PhD
"Weisner Psychotherapy, LLC","Psychologist, PhD, ABPP, CST"
"Well Being Counseling Center, LLC","Licensed Clinical Professional Counselor, LCPC"
Well of Hope 4 Life,"Licensed Clinical Professional Counselor, PhD, LCPC"
Well-being in Practice,"Clinical Social Work/Therapist, LCSW-C"
"Wellbeing Designed, LLC","Psychologist, PhD,"
Wellbrook Therapy Services,"Clinical Social Work/Therapist, DSW, LCSW-C"
Wellness Bliss,"Licensed Professional Counselor, LPC, LCPC, PhD, MFT"
Wellness Blooms Therapy Services,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Wellness Entreated & Restored LLC-Kimara Runcie,"Licensed Mental Health Counselor, LMHC, LCPC, NCC"
Wellness From Within Counseling LLC,"Licensed Clinical Professional Counselor, LCPC, CAC-AD"
Wellness Now Assessment Services,"Psychologist, PhD, ABSNP"
Wellness Space Couple's Counseling,Counselor
"Wellspring Counseling Services, Inc","Counselor, LCPC"
Wellspring Psychotherapy,"Licensed Clinical Professional Counselor, LCPC, NCC"
"Wellspring Restorative Therapy Services, LLC","Licensed Clinical Professional Counselor, LCPC, MBA, GC-C, Supervi"
Wendi Gordon,"Licensed Clinical Professional Counselor, RN, MS, LCPC, NCC"
Wendy Berman,"Clinical Social Work/Therapist, LCSW-C"
Wendy Bernard Pitts,"Clinical Social Work/Therapist, LCSW-C"
Wendy Beth Berger,"Psychologist, PhD"
Wendy Caldwell,"Counselor, LCPC, LPC, NCC"
